scenario,country_scope,geo,year,recovered_gypsum_t_per_t_input,jrc_electricity_factor_tco2e_per_mwh,pedreno_electricity_inventory_kwh_per_t_product,electricity_climate_component_kgco2e_per_t_input,allowable_additional_burden_low_kgco2e_per_t_input,allowable_additional_burden_point_kgco2e_per_t_input,allowable_additional_burden_high_kgco2e_per_t_input,partial_point_headroom_after_electricity_kgco2e_per_t_input,interpretation
C0_clean_selective,EU27,AT,2021,0.734026,0.281328992283434,60.35,12.462443671601838,48.445716,62.39221,76.33870399999999,49.92976632839816,"Electricity component only; excludes thermal energy, diesel, transport, rejects, end-of-life and substitution uncertainty"
C0_clean_selective,EU27,BE,2021,0.734026,0.208454068688262,60.35,9.234196120556252,48.445716,62.39221,76.33870399999999,53.15801387944374,"Electricity component only; excludes thermal energy, diesel, transport, rejects, end-of-life and substitution uncertainty"
C0_clean_selective,EU27,BG,2021,0.734026,0.540301062889025,60.35,23.934509939086627,48.445716,62.39221,76.33870399999999,38.45770006091337,"Electricity component only; excludes thermal energy, diesel, transport, rejects, end-of-life and substitution uncertainty"
C0_clean_selective,EU27,CY,2021,0.734026,0.832669224929866,60.35,36.88597193107662,48.445716,62.39221,76.33870399999999,25.50623806892338,"Electricity component only; excludes thermal energy, diesel, transport, rejects, end-of-life and substitution uncertainty"
C0_clean_selective,EU27,CZ,2021,0.734026,0.58970226381357,60.35,26.122907511745478,48.445716,62.39221,76.33870399999999,36.269302488254525,"Electricity component only; excludes thermal energy, diesel, transport, rejects, end-of-life and substitution uncertainty"
C0_clean_selective,EU27,DE,2021,0.734026,0.438488002495411,60.35,19.424347229263685,48.445716,62.39221,76.33870399999999,42.96786277073632,"Electricity component only; excludes thermal energy, diesel, transport, rejects, end-of-life and substitution uncertainty"
C0_clean_selective,EU27,DK,2021,0.734026,0.137898572117357,60.35,6.108695635874861,48.445716,62.39221,76.33870399999999,56.28351436412514,"Electricity component only; excludes thermal energy, diesel, transport, rejects, end-of-life and substitution uncertainty"
C0_clean_selective,EU27,EE,2021,0.734026,0.351441147123621,60.35,15.568304796324279,48.445716,62.39221,76.33870399999999,46.82390520367572,"Electricity component only; excludes thermal energy, diesel, transport, rejects, end-of-life and substitution uncertainty"
C0_clean_selective,EU27,EL,2021,0.734026,0.502412265142969,60.35,22.25609420289682,48.445716,62.39221,76.33870399999999,40.13611579710318,"Electricity component only; excludes thermal energy, diesel, transport, rejects, end-of-life and substitution uncertainty"
C0_clean_selective,EU27,ES,2021,0.734026,0.236355681424755,60.35,10.470194850203953,48.445716,62.39221,76.33870399999999,51.922015149796046,"Electricity component only; excludes thermal energy, diesel, transport, rejects, end-of-life and substitution uncertainty"
C0_clean_selective,EU27,FI,2021,0.734026,0.0734289173870758,60.35,3.25278862791783,48.445716,62.39221,76.33870399999999,59.13942137208217,"Electricity component only; excludes thermal energy, diesel, transport, rejects, end-of-life and substitution uncertainty"
C0_clean_selective,EU27,FR,2021,0.734026,0.0865120415623876,60.35,3.832350999929343,48.445716,62.39221,76.33870399999999,58.55985900007066,"Electricity component only; excludes thermal energy, diesel, transport, rejects, end-of-life and substitution uncertainty"
C0_clean_selective,EU27,HR,2021,0.734026,0.415837348600323,60.35,18.420957937597336,48.445716,62.39221,76.33870399999999,43.97125206240266,"Electricity component only; excludes thermal energy, diesel, transport, rejects, end-of-life and substitution uncertainty"
C0_clean_selective,EU27,HU,2021,0.734026,0.265641798292264,60.35,11.767524993318288,48.445716,62.39221,76.33870399999999,50.62468500668171,"Electricity component only; excludes thermal energy, diesel, transport, rejects, end-of-life and substitution uncertainty"
